signal_id,ticker,base_score,alignment_bonus,final_score,base_conf,conf_boost,final_conf,old_strength,new_strength
443,OTP.BD,10.91,0,10.91,0.673,0.0,0.673,NEUTRAL,NEUTRAL
442,MOL.BD,24.19,0,24.19,0.676,0.0,0.676,WEAK,WEAK
441,OTP.BD,28.95,0,28.95,0.6795,0.0,0.6795,WEAK,WEAK
440,MOL.BD,3.93,0,3.93,0.712,0.0,0.712,NEUTRAL,NEUTRAL
439,OTP.BD,38.56,0,38.56,0.6795,0.0,0.6795,WEAK,MODERATE
438,MOL.BD,3.89,0,3.89,0.7225,0.0,0.7225,NEUTRAL,NEUTRAL
437,OTP.BD,41.55,5,46.55,0.767,0.025,0.792,WEAK,MODERATE
436,MOL.BD,18.93,0,18.93,0.7245,0.0,0.7245,WEAK,WEAK
435,MOL.BD,18.82,0,18.82,0.7245,0.0,0.7245,WEAK,WEAK
434,OTP.BD,40.88,5,45.88,0.767,0.025,0.792,WEAK,MODERATE
433,TSLA,0.1,0,0.1,0.7934,0.0,0.7934,NEUTRAL,NEUTRAL
432,GOOGL,21.93,0,21.93,0.805,0.0,0.805,WEAK,WEAK
431,MSFT,-6.41,0,-6.41,0.7995,0.0,0.7995,NEUTRAL,NEUTRAL
430,AAPL,11.79,0,11.79,0.8025,0.0,0.8025,NEUTRAL,NEUTRAL
429,OTP.BD,33.14,0,33.14,0.6795,0.0,0.6795,WEAK,WEAK
428,MOL.BD,16.59,0,16.59,0.7285,0.0,0.7285,WEAK,WEAK
427,OTP.BD,33.37,0,33.37,0.767,0.0,0.767,WEAK,WEAK
426,MOL.BD,13.5,0,13.5,0.637,0.0,0.637,NEUTRAL,NEUTRAL
425,MOL.BD,9.14,0,9.14,0.7245,0.0,0.7245,NEUTRAL,NEUTRAL
424,OTP.BD,28.82,0,28.82,0.781,0.0,0.781,WEAK,WEAK
423,TSLA,4.26,0,4.26,0.7944,0.0,0.7944,NEUTRAL,NEUTRAL
422,GOOGL,16.23,0,16.23,0.7935,0.0,0.7935,WEAK,WEAK
421,MSFT,-12.4,0,-12.4,0.817,0.0,0.817,NEUTRAL,NEUTRAL
420,AAPL,16.02,0,16.02,0.7935,0.0,0.7935,WEAK,WEAK
419,OTP.BD,31.79,0,31.79,0.695,0.0,0.695,WEAK,WEAK
418,MOL.BD,10.91,0,10.91,0.735,0.0,0.735,NEUTRAL,NEUTRAL
417,OTP.BD,35.76,0,35.76,0.7825,0.0,0.7825,WEAK,MODERATE
416,MOL.BD,15.83,0,15.83,0.735,0.0,0.735,WEAK,WEAK
415,OTP.BD,28.88,0,28.88,0.7825,0.0,0.7825,WEAK,WEAK
414,MOL.BD,9.85,0,9.85,0.6475,0.0,0.6475,NEUTRAL,NEUTRAL
413,OTP.BD,33.37,0,33.37,0.695,0.0,0.695,WEAK,WEAK
412,MOL.BD,14.93,0,14.93,0.6475,0.0,0.6475,NEUTRAL,NEUTRAL
411,OTP.BD,31.79,0,31.79,0.695,0.0,0.695,WEAK,WEAK
410,MOL.BD,12.49,0,12.49,0.735,0.0,0.735,NEUTRAL,NEUTRAL
409,OTP.BD,31.25,0,31.25,0.7825,0.0,0.7825,WEAK,WEAK
408,MOL.BD,23.07,0,23.07,0.735,0.0,0.735,WEAK,WEAK
407,MOL.BD,11.38,0,11.38,0.6885,0.0,0.6885,NEUTRAL,NEUTRAL
406,OTP.BD,41.79,0,41.79,0.7542,0.0,0.7542,WEAK,MODERATE
405,TSLA,17.13,0,17.13,0.7818,0.0,0.7818,WEAK,WEAK
404,GOOGL,15.47,0,15.47,0.7762,0.0,0.7762,WEAK,WEAK
403,MSFT,-16.7,0,-16.7,0.8028,0.0,0.8028,WEAK,WEAK
402,AAPL,22.74,0,22.74,0.7832,0.0,0.7832,WEAK,WEAK
401,OTP.BD,42.79,0,42.79,0.7542,0.0,0.7542,WEAK,MODERATE
400,MOL.BD,3.04,0,3.04,0.6885,0.0,0.6885,NEUTRAL,NEUTRAL
399,MOL.BD,-4.67,0,-4.67,0.678,0.0,0.678,NEUTRAL,NEUTRAL
398,OTP.BD,25.59,0,25.59,0.7346,0.0,0.7346,WEAK,WEAK
397,TSLA,13.02,0,13.02,0.7748,0.0,0.7748,NEUTRAL,NEUTRAL
396,GOOGL,23.76,0,23.76,0.7706,0.0,0.7706,WEAK,WEAK
395,MSFT,-9.24,0,-9.24,0.793,0.0,0.793,NEUTRAL,NEUTRAL
394,AAPL,17.62,0,17.62,0.7685,0.0,0.7685,WEAK,WEAK
393,MOL.BD,-4.67,0,-4.67,0.678,0.0,0.678,NEUTRAL,NEUTRAL
392,OTP.BD,25.59,0,25.59,0.7346,0.0,0.7346,WEAK,WEAK
391,TSLA,13.02,0,13.02,0.7748,0.0,0.7748,NEUTRAL,NEUTRAL
390,GOOGL,23.76,0,23.76,0.7706,0.0,0.7706,WEAK,WEAK
389,MSFT,-9.24,0,-9.24,0.793,0.0,0.793,NEUTRAL,NEUTRAL
388,AAPL,17.62,0,17.62,0.7685,0.0,0.7685,WEAK,WEAK
387,MOL.BD,-7.78,0,-7.78,0.6857,0.0,0.6857,NEUTRAL,NEUTRAL
386,OTP.BD,25.59,0,25.59,0.7346,0.0,0.7346,WEAK,WEAK
385,TSLA,8.32,0,8.32,0.7692,0.0,0.7692,NEUTRAL,NEUTRAL
384,GOOGL,15.48,0,15.48,0.7475,0.0,0.7475,WEAK,WEAK
383,MSFT,-7.79,0,-7.79,0.786,0.0,0.786,NEUTRAL,NEUTRAL
382,AAPL,19.77,0,19.77,0.7748,0.0,0.7748,WEAK,WEAK
381,MOL.BD,-7.78,0,-7.78,0.6857,0.0,0.6857,NEUTRAL,NEUTRAL
380,OTP.BD,25.59,0,25.59,0.7346,0.0,0.7346,WEAK,WEAK
379,TSLA,8.32,0,8.32,0.7692,0.0,0.7692,NEUTRAL,NEUTRAL
378,GOOGL,15.48,0,15.48,0.7475,0.0,0.7475,WEAK,WEAK
377,MSFT,-7.79,0,-7.79,0.786,0.0,0.786,NEUTRAL,NEUTRAL
376,AAPL,19.77,0,19.77,0.7748,0.0,0.7748,WEAK,WEAK
375,MOL.BD,-7.33,0,-7.33,0.6857,0.0,0.6857,NEUTRAL,NEUTRAL
374,OTP.BD,25.59,0,25.59,0.7346,0.0,0.7346,WEAK,WEAK
373,TSLA,7.41,0,7.41,0.7636,0.0,0.7636,NEUTRAL,NEUTRAL
372,GOOGL,17.08,0,17.08,0.7482,0.0,0.7482,WEAK,WEAK
371,MSFT,-5.7,0,-5.7,0.7797,0.0,0.7797,NEUTRAL,NEUTRAL
370,AAPL,18.5,0,18.5,0.7727,0.0,0.7727,WEAK,WEAK
369,MOL.BD,-8.34,0,-8.34,0.6857,0.0,0.6857,NEUTRAL,NEUTRAL
368,OTP.BD,25.59,0,25.59,0.7346,0.0,0.7346,WEAK,WEAK
367,TSLA,5.61,0,5.61,0.7573,0.0,0.7573,NEUTRAL,NEUTRAL
366,GOOGL,27.42,0,27.42,0.7713,0.0,0.7713,WEAK,WEAK
365,MSFT,-2.19,0,-2.19,0.7727,0.0,0.7727,NEUTRAL,NEUTRAL
364,AAPL,20.11,0,20.11,0.7706,0.0,0.7706,WEAK,WEAK
363,MOL.BD,-8.34,0,-8.34,0.6857,0.0,0.6857,NEUTRAL,NEUTRAL
362,OTP.BD,25.59,0,25.59,0.7346,0.0,0.7346,WEAK,WEAK
361,TSLA,5.61,0,5.61,0.7573,0.0,0.7573,NEUTRAL,NEUTRAL
360,GOOGL,27.42,0,27.42,0.7713,0.0,0.7713,WEAK,WEAK
359,MSFT,-1.44,0,-1.44,0.7657,0.0,0.7657,NEUTRAL,NEUTRAL
358,AAPL,20.11,0,20.11,0.7706,0.0,0.7706,WEAK,WEAK
357,MOL.BD,-5.51,0,-5.51,0.6829,0.0,0.6829,NEUTRAL,NEUTRAL
356,OTP.BD,23.36,0,23.36,0.7122,0.0,0.7122,WEAK,WEAK
355,TSLA,12.4,0,12.4,0.7783,0.0,0.7783,NEUTRAL,NEUTRAL
354,GOOGL,26.4,0,26.4,0.7769,0.0,0.7769,WEAK,WEAK
353,MSFT,-0.66,0,-0.66,0.7657,0.0,0.7657,NEUTRAL,NEUTRAL
352,AAPL,18.11,0,18.11,0.7706,0.0,0.7706,WEAK,WEAK
351,MOL.BD,0.64,0,0.64,0.706,0.0,0.706,NEUTRAL,NEUTRAL
350,OTP.BD,18.86,0,18.86,0.6961,0.0,0.6961,WEAK,WEAK
349,TSLA,12.56,0,12.56,0.765,0.0,0.765,NEUTRAL,NEUTRAL
348,GOOGL,15.62,0,15.62,0.7206,0.0,0.7206,WEAK,WEAK
347,MSFT,-6.52,0,-6.52,0.7094,0.0,0.7094,NEUTRAL,NEUTRAL
346,AAPL,30.56,0,30.56,0.7762,0.0,0.7762,WEAK,WEAK
345,MOL.BD,1.08,0,1.08,0.7193,0.0,0.7193,NEUTRAL,NEUTRAL
344,OTP.BD,16.69,0,16.69,0.6961,0.0,0.6961,WEAK,WEAK
343,TSLA,5.59,0,5.59,0.7564,0.0,0.7564,NEUTRAL,NEUTRAL
342,GOOGL,8.86,0,8.86,0.7601,0.0,0.7601,NEUTRAL,NEUTRAL
341,MSFT,-1.9,0,-1.9,0.7685,0.0,0.7685,NEUTRAL,NEUTRAL
340,AAPL,25.72,0,25.72,0.7685,0.0,0.7685,WEAK,WEAK
339,MOL.BD,-0.55,0,-0.55,0.7088,0.0,0.7088,NEUTRAL,NEUTRAL
338,OTP.BD,18.64,0,18.64,0.6961,0.0,0.6961,WEAK,WEAK
337,TSLA,-1.22,0,-1.22,0.7521,0.0,0.7521,NEUTRAL,NEUTRAL
336,GOOGL,11.68,0,11.68,0.7692,0.0,0.7692,NEUTRAL,NEUTRAL
335,MSFT,12.33,0,12.33,0.7741,0.0,0.7741,NEUTRAL,NEUTRAL
334,AAPL,23.41,0,23.41,0.7601,0.0,0.7601,WEAK,WEAK
333,MOL.BD,-0.55,0,-0.55,0.7088,0.0,0.7088,NEUTRAL,NEUTRAL
332,OTP.BD,18.64,0,18.64,0.6961,0.0,0.6961,WEAK,WEAK
331,TSLA,-1.61,0,-1.61,0.7284,0.0,0.7284,NEUTRAL,NEUTRAL
330,GOOGL,13.01,0,13.01,0.7643,0.0,0.7643,NEUTRAL,NEUTRAL
329,MSFT,12.54,0,12.54,0.7241,0.0,0.7241,NEUTRAL,NEUTRAL
328,AAPL,23.42,0,23.42,0.7601,0.0,0.7601,WEAK,WEAK
327,MOL.BD,-5.62,0,-5.62,0.695,0.0,0.695,NEUTRAL,NEUTRAL
326,OTP.BD,31.45,0,31.45,0.6698,0.0,0.6698,WEAK,WEAK
325,TSLA,0.87,0,0.87,0.7275,0.0,0.7275,NEUTRAL,NEUTRAL
324,GOOGL,20.93,0,20.93,0.7604,0.0,0.7604,WEAK,WEAK
323,MSFT,15.47,0,15.47,0.7601,0.0,0.7601,WEAK,WEAK
322,AAPL,8.01,0,8.01,0.7248,0.0,0.7248,NEUTRAL,NEUTRAL
321,MOL.BD,-5.62,0,-5.62,0.695,0.0,0.695,NEUTRAL,NEUTRAL
320,OTP.BD,31.45,0,31.45,0.6698,0.0,0.6698,WEAK,WEAK
319,TSLA,0.87,0,0.87,0.7275,0.0,0.7275,NEUTRAL,NEUTRAL
318,GOOGL,20.93,0,20.93,0.7604,0.0,0.7604,WEAK,WEAK
317,MSFT,15.47,0,15.47,0.7601,0.0,0.7601,WEAK,WEAK
316,AAPL,8.01,0,8.01,0.7248,0.0,0.7248,NEUTRAL,NEUTRAL
